rol_a,dv_a,unidad_declarante,cod_actividad,macrozona,imasd,d4300,d4301,d4302,d4303,d4310,d4311,d4312,d4313,d4320,d4321,d4322,d4323,d4330,d4331,d4332,d4333,d4400,d4401,d4402,d4403,d4404,d4405,d4410,d4411,d4412,d4413,d4414,d4415,d4420,d4421,d4422,d4423,d4424,d4425,d4430,d4431,d4432,d4433,d4434,d4435,d4500,d4501,d4502,d4503,d4504,d4505,d4510,d4511,d4512,d4513,d4514,d4515,d4520,d4521,d4522,d4523,d4524,d4525,d4530,d4531,d4532,d4533,d4534,d4535,d4600,d4601,d4602,d4603,d4604,d4605,d4606,d4700,d4701,d4702,d4703,d4704,d4705,d4706,d4707,d4717,d4708,d4709,d4710,d4711,d4712,d4713,d4714,d4716,d4715,d4800,d4801,d4802,d4810,d4811,d4812,d4820,d4821,d4822,d4830,d4831,d4832,f6010,f6011,f6012,f6013,f6014,f6015,f6016,f6017,f6018,f6019,f6020,f6021,f6022,f6023,f6023_otra,f6024,f6025,f6026,f6027,f6028,g7000,g7001,g7002,h8100,h8101,h8102,h8103,h8104,h8105,h8106,h8107,h8108,h8109,h8110,h8111,h8111_otro,i9000,a1003,a1019,a1019_otra,a1034,a1035,a1036,a1037,a1038,b2000,b2001,b2002,b2003,b2004,b2005,b2006,b2007,b2026,b2027,c3000,c3001,c3002,c3003,c3004,c3005,c3006,c3007,c3008,c3009,c3010,c3011,c3013,c3014,c3015,c3016,c3017,c3018,c3019,c3020,c3021,c3022,c3023,c3024,c3025,c3026,c3027,c3028,c3029,c3030,c3036,c3037,c3038,c3039,c3040,c3041,c3042,c3043,c3044,c3045,c3046,c3047,c3048,c3049,c3050,c3051,c3052,c3053,c3054,c3055,c3056,c3057,c3058,c3059,c3060,c3061,c3062,c3063,c3064,c3065,c3066,c3067,c3068,c3069,c3070,c3071,c3072,c3073,c3100,c3107,c3110,c3111,c3112,c3113,c3114,c3115,c3126,c3127,c3128,c3129,c3130,c3131,c3132,c3133,c3134,c3135,c3136,c3137,c3138,c3140,c3141,c3142,c3143,c3144,j8000,j8001,j8002,j8003,j8004,j8005,j8006,j8007,j8008,j8009,j8010,j8011,j8012,j8013,j8014,j8015,j8016,j8017,j8018,j8019,j8020,j8021,j8022,j8023,j8024,j8025,j8026,j8027,j8028,j8029,j8030,j8031,j8032,j8033,j8034,j8035,j8036,j8037,j8038,j8039,j8040,j8041,j8042,j8043,j8044,j8045,j8046,j8047,j8048,j8049,j8050,j8051,j8052,j8053,j8054
21019,2,4,21,4,1,4.6666999,0,0,4.6666999,0,0,0,0,1.1667,0,0,1.1667,0,0,0,0,0,2,2.6666999,0,0,4.6666999,0,0,0,0,0,0,0,.5,.66670001,0,0,1.1667,0,0,0,0,0,0,0,2,2.6666999,0,0,4.6666999,0,0,0,0,0,0,0,.5,.66670001,0,0,1.1667,0,0,0,0,0,0,0,1.1667,0,0,0,0,1.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,4.6666999,0,4.6666999,0,0,0,1.1667,0,1.1667,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,14885,1,0,1,0,1,,,,,,,,,45,2011,2,,100,0,0,0,1,234511,0,3,15,5,0,0,23,2,,1,0,0,0,1,0,21539,0,0,21539,0,36902,5883,67087,0,81462,309,0,81771,148858,0,100,0,75000,0,73858,0,0,0,0,0,148858,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,148858,0,45548,,0,0,1,,,0,0,0,1367,1396,0,0,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21020,5,4,22,4,1,2.0833001,0,0,2.0833001,2,0,0,2,1.5833,0,0,1.5833,1.5,0,0,1.5,0,.083300002,0,2,0,2.0833001,0,0,0,2,0,2,0,.083300002,0,1.5,0,1.5833,0,0,0,1.5,0,1.5,0,.083300002,0,2,0,2.0833001,0,0,0,2,0,2,0,.083300002,0,1.5,0,1.5833,0,0,0,1.5,0,1.5,1.5833,0,0,0,0,0,1.5833,0,0,0,0,0,33.333302,0,0,0,0,0,0,0,0,0,66.666702,0,100,2.0833001,0,2.0833001,2,0,2,1.5833,0,1.5833,1.5,0,1.5,,,,,,,,,,,,,,,,,,,,,1,0,18000,0,1,,,,0,0,0,0,0,0,1,NO HEMOS INICIADO EL TRÃMITE,2,2013,2,,100,0,0,0,1,30000,0,0,2,1,0,0,3,0,,1,0,0,0,1,0,14300,0,0,14300,0,5000,20000,47500,0,0,0,0,0,47500,0,50,50,14500,0,15000,0,0,0,18000,0,47500,,0,0,0,0,0,30,0,0,0,0,0,0,0,0,70,100,0,0,0,0,0,0,0,0,0,40,0,0,0,60,0,0,0,0,,47500,0,33200,,0,1,0,25,,0,0,0,1200,3000,4000,0,0,1,,,0,0,1,100,100,0,47500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21021,7,4,28,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,0,1,0,0,0,0,0,0,0,,,,8,1,0,1,0,4500,0,1,,,,0,1,0,0,0,0,0,,2,2006,10,CONFEDERACION SINDICAL,100,0,0,0,1,0,0,2,10,0,0,0,12,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21022,0,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,0,0,0,1,0,0,0,,,,4,0,0,0,1,,0,1,,,,1,0,0,0,0,0,0,,1,1979,2,,100,0,0,0,1,155186,0,15,3,0,0,0,18,25,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21023,2,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,1,2009,9,,100,0,0,0,1,23275,0,2,0,0,0,0,2,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21024,4,4,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,1,0,0,0,0,0,,1,1993,1,,100,0,0,0,1,1000,0,1,0,0,1,0,2,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21025,6,4,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,2,1993,1,,100,0,0,0,1,45000,0,3,0,0,0,0,3,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21026,8,4,3,2,1,.5,0,0,.5,0,0,0,0,.25,0,0,.25,0,0,0,0,0,0,.5,0,0,.5,0,0,0,0,0,0,0,0,.25,0,0,.25,0,0,0,0,0,0,0,0,.5,0,0,.5,0,0,0,0,0,0,0,0,.25,0,0,.25,0,0,0,0,0,0,0,.25,0,0,0,0,.25,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,.5,0,.5,0,0,0,.25,0,.25,0,0,0,,,,,,,1,,,,,,,,,,,,,,0,1,,0,1,,,,1,0,1,0,0,0,0,,3,2016,1,,100,0,0,0,1,160000,0,8,1,0,0,0,9,0,,1,0,0,0,1,0,7800,0,0,7800,0,3000,1000,15300,0,0,1297,1200,2497,17797,30,35,35,8899,0,8898,0,0,0,0,0,17797,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,,17797,0,7500,,0,0,1,,,0,0,0,3500,0,0,0,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21027,1,4,14,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,1,0,0,0,0,0,,2,1992,1,,100,0,0,0,1,149342,0,2,5,0,0,0,7,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21028,3,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,1,0,0,0,,,,9,0,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,1,1982,1,,100,0,0,0,1,271608,0,11,1,1,0,0,13,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21029,5,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,1,0,1,0,0,0,0,,,,12,0,0,0,1,,0,1,,,,1,1,1,0,0,0,0,,1,2003,1,,100,0,0,0,1,60000,0,5,1,0,0,0,6,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21030,8,4,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,1,1,0,0,0,0,,1,2009,1,,100,0,0,0,1,4789220,0,50,5,0,0,0,55,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21031,1,4,20,4,1,6,0,0,6,0,0,0,0,4.5,0,0,4.5,0,0,0,0,1,1,2,2,0,6,0,0,0,0,0,0,.75,.75,1.5,1.5,0,4.5,0,0,0,0,0,0,1,1,2,2,0,6,0,0,0,0,0,0,.75,.75,1.5,1.5,0,4.5,0,0,0,0,0,0,0,4.5,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,6,0,6,0,0,0,4.5,0,4.5,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,100000,1,0,1,0,1,,,,,,,,,1,1985,1,,100,0,0,0,1,120000,0,0,4,1,1,0,6,0,,0,0,1,0,1,0,40000,0,0,40000,0,12000,1000,54000,0,0,0,0,0,54000,0,33,67,34000,0,20000,0,0,0,0,0,54000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,40000,54000,0,14000,15,0,0,1,,0,0,0,0,1000,0,0,0,1,0,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21032,3,4,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,1,1,1,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,1,1,1,1,0,0,0,,1,2001,1,,100,0,0,0,1,341341,0,3,1,0,0,0,4,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21033,5,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,0,1,0,0,0,0,0,,,,4,0,0,0,1,,0,1,,,,1,0,1,0,0,0,0,,48,2005,1,,100,0,0,0,1,10000,0,2,0,0,0,0,2,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21034,7,4,4,4,1,34.5,6,.083300002,40.583302,20.6875,1,.083300002,21.7708,34.014999,6,.083300002,40.098301,20.202499,1,.083300002,21.285801,5,5.25,24.3333,0,6,40.583302,1,3,16.7708,0,1,21.7708,5,5.25,23.848301,0,6,40.098301,1,3,16.285801,0,1,21.285801,5,5.25,24.25,0,0,34.5,1,3,16.6875,0,0,20.6875,5,5.25,23.764999,0,0,34.014999,1,3,16.202499,0,0,20.202499,0,.26499999,0,33.75,0,0,34.014999,0,0,0,0,0,0,0,0,0,0,0,0,8.3332996,0,0,91.666702,0,100,39.583302,1,40.583302,21.5833,.1875,21.7708,39.098301,1,40.098301,21.098301,.1875,21.285801,,,,,,,,,,,,,,,,,,,,,1,0,300000,1,0,1,0,4,,,,,,,,,3,1969,4,,100,0,0,1,0,37753812,2645422,155,83,20,5,0,263,3,,0,0,1,0,1,0,817454,75600,7200,900254,7800,32380,281431,1321953,0,17493,55721,3360,76574,1398527,20,40,40,175000,0,1223527,0,0,0,0,0,1398527,,0,0,0,0,0,0,0,0,0,0,0,14,0,0,86,0,3,0,97,0,0,0,0,2,0,95,3,0,0,0,0,0,0,0,84000,1398527,0,421699,,0,0,1,,0,7800,0,0,20214,24108,48061,7705,0,1,,,0,0,1,55,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21035,0,4,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,0,1,1,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,1,1,1,0,0,0,0,,2,2008,1,,100,0,0,0,1,213458,0,2,0,0,0,0,2,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21036,2,4,11,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,1,,0,1,,,,0,0,0,0,0,0,1,NO ACEPTARON EN LA CORFO EL PROYECTO QUE SE PRESENTO AÃOS ANTERIORES,1,1988,1,,100,0,0,0,1,69,0,2,0,0,0,0,2,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037,4,4,5,4,1,.54170001,.1042,0,.64579999,.041700002,0,0,.041700002,.16670001,.1042,0,.27079999,.041700002,0,0,.041700002,0,.14579999,.5,0,0,.64579999,0,.041700002,0,0,0,.041700002,0,.14579999,.125,0,0,.27079999,0,.041700002,0,0,0,.041700002,0,.041700002,.5,0,0,.54170001,0,.041700002,0,0,0,.041700002,0,.041700002,.125,0,0,.16670001,0,.041700002,0,0,0,.041700002,.125,.041700002,0,0,0,0,.16670001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,.5,.14579999,.64579999,0,.041700002,.041700002,.125,.14579999,.27079999,0,.041700002,.041700002,,,,,,,,,,,,,,,,,,,,,1,0,30000,0,1,,,,1,0,0,0,0,0,0,,5,2004,1,,100,0,0,0,1,803000,0,17,3,2,0,0,22,0,,1,0,0,0,1,0,2040,0,0,2040,5072,0,1000,8512,0,0,0,0,0,8512,0,50,50,5440,0,3072,0,0,0,0,0,8512,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,80,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,8512,0,6472,,0,0,1,,,3072,2000,0,400,0,0,0,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038,6,4,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,1,1,0,0,0,0,0,0,0,,,,4,1,0,0,1,,0,1,,,,1,1,1,0,0,0,0,,1,1996,1,,100,0,0,0,1,53000,1000,6,3,0,0,0,9,3,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21039,8,4,20,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,1,0,,,,6,0,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,2,2004,4,,100,0,0,1,0,12291279,0,0,280,0,0,0,280,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21040,2,4,11,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,0,0,0,0,0,0,0,,,,4,0,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,2,2000,1,,100,0,0,0,1,50502,0,4,1,0,0,0,5,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21041,4,4,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,1,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,1,2003,1,,100,0,0,0,1,52000,0,3,0,0,0,0,3,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21042,6,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,1,2001,1,,100,0,0,0,1,94088,0,5,0,0,0,0,5,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21043,8,4,25,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,0,1,0,0,1,1,0,0,0,,,,4,0,0,1,0,60000,0,1,,,,1,0,1,0,0,0,0,,1,2012,1,,100,0,0,0,1,6000,0,0,1,0,0,0,1,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21044,1,4,17,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,1,,,,0,0,0,1,0,0,0,,4,2004,9,,100,0,0,0,1,410000,0,0,7,1,1,8,17,0,,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21045,3,4,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,2,2003,4,,100,0,0,1,0,1492805,0,19,0,0,0,0,19,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21046,5,4,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,1,0,0,0,0,0,,1,2009,6,,100,0,0,0,1,80000,0,0,5,0,0,0,5,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21047,7,4,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,1,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,1,2011,6,,100,0,0,0,1,67355,0,4,2,0,0,0,6,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048,0,4,23,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,1,1,1,0,0,0,0,0,0,,,,4,0,0,1,0,3000,0,1,,,,0,1,0,0,0,0,0,,1,2012,10,ASOCIACIÃN GREMIAL,100,0,0,0,1,0,0,0,1,0,0,0,1,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
